Framework,Reference,Requirement,Element ID,Element,Counts towards Covers,Source,Note
TNFD,TNFD Metrics and Targets A,Disclose the metrics used by the organisation to assess and manage material nature-related risks and opportunities in line with its strategy and risk management process.,E4,"Insight into how the organisation monitors actions, policies and strategies to manage risks and opportunities, with reference to Strategy B and Risk and Impact Management B.",No,TNFD Metrics and Targets A1,Suggested in the guidance rather than expected
TNFD,TNFD Metrics and Targets A,Disclose the metrics used by the organisation to assess and manage material nature-related risks and opportunities in line with its strategy and risk management process.,E5,"Indicators and metrics should also be disclosed for historical periods, including prior year comparisons to allow for trend analysis. When appropriate, the organisation should disclose forward-looking naturerelated indicators and metrics, consistent with its business or strategic planning time horizons.",Yes,TNFD Metrics and Targets A4,
TNFD,TNFD Metrics and Targets A,Disclose the metrics used by the organisation to assess and manage material nature-related risks and opportunities in line with its strategy and risk management process.,E6,"The organisation should describe the methodologies and assumptions used to calculate or estimate naturerelated indicators and metrics, including any limitations.",Yes,TNFD Metrics and Targets A5,
TNFD,TNFD Metrics and Targets A,Disclose the metrics used by the organisation to assess and manage material nature-related risks and opportunities in line with its strategy and risk management process.,E7,"An organisation should provide a short explanation where any core metrics are not reported. A core metric may be omitted where it has: Not been identified as relevant or material to the organisation; or; Been identified as relevant and material, but the organisation is unable to measure it due to limitations with methodologies or access to data. In this case, organisations should explain how they plan to address this in future reporting periods.",Yes,TNFD Metrics and Targets A6,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E1,All core global and core sector metrics for dependencies and impacts listed in Annex 4 and in relevant sector guidance,Yes,TNFD Metrics and Targets B1,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E2,"Any other relevant metrics, drawing on the TNFD additional disclosure indicators and metrics listed in Annex 2 and the organisation’s own assessment metrics as appropriate.",Yes,TNFD Metrics and Targets B1,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E3,"These metrics should cover the organisation’s impact drivers associated with each material dependency and impact identified in Strategy A, indicating what the impact driver is (i.e. the type of pollutant emitted), the magnitude (i.e. the quantity of pollutant) and the location in which the impact driver occurs, with reference to Strategy D.",Yes,TNFD Metrics and Targets B3,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E4,Other elements of the dependency and impact pathway (qualitatively if quantitative metrics are not yet available) including:,No,TNFD Metrics and Targets B4,Suggested in the guidance rather than expected
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E5,"Changes in the state of nature (e.g. ecosystem condition and extent, and species population size and extinction risk)",No,TNFD Metrics and Targets B4,Suggested in the guidance rather than expected
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E6,Changes in the availability of ecosystem services.,No,TNFD Metrics and Targets B4,Suggested in the guidance rather than expected
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E7,"Actions, policies and strategies to manage these impacts and dependencies, as disclosed in Strategy B.",No,TNFD Metrics and Targets B4,Suggested in the guidance rather than expected
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E8,"Aggregated impact drivers for the organisation’s direct operations, and upstream and downstream value chain(s) to the extent possible, and by product or service line if material, using the core global and core sector metrics listed in Annex 1 and in relevant sector guidance. Where organisations are not able to report metrics for the full value chain, organisations are encouraged to report metrics at the stage of the value chain that is most representative of their material nature-related issues. For metrics focused on the use of natural commodities, this is likely to require reporting on upstream activities.",No,TNFD Metrics and Targets B4,Suggested in the guidance rather than expected
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E9,"An organisation should provide a short explanation where any core metrics are not reported explaining whether it has: Not been identified as relevant or material to the organisation; or; Been identified as relevant and material, but the organisation is unable to measure it due to limitations with methodologies or access to data. In this case, organisations should explain how they plan to address this in future reporting periods.",Yes,TNFD Metrics and Targets B7,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E10,Metrics should be reported against a clear and transparent baseline and/or reference condition where possible.,Yes,TNFD Metrics and Targets B8,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E11,"Metrics should be reported separately for negative and positive impacts, not on a net basis.",Yes,TNFD Metrics and Targets B9,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E12,"Metrics should be reported with reference to whether they relate to the organisation’s direct operations, upstream value chain(s) or downstream value chain(s).",Yes,TNFD Metrics and Targets B10,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E13,"Metrics should be reported with an absolute figure, the rate of change, and an intensity/efficiency ratio. The TNFD disclosure metrics contained with Annexes 1 and 2 are mostly listed at the absolute level. Organisations are encouraged to use the best practice intensity/efficiency ratios for their sectors, describing the rationale for selection of ratios.",Yes,TNFD Metrics and Targets B11,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E14,"If and how metrics have been aggregated, in line with general requirement 3 and including the scientific justification for aggregating metrics and/or locations (e.g. ecological equivalency or industry best practice with references), the methodologies used and any limitations or assumptions.",Yes,TNFD Metrics and Targets B12,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E15,"A description of the methodologies, tools and data platforms used to obtain key data; the assumptions, tools and data platforms used to calculate or estimate nature-related indicators and metrics; and any limitations, including a lack of data or the use of proxy data and industry averages.",Yes,TNFD Metrics and Targets B12,
TNFD,TNFD Metrics and Targets B,Disclose the metrics used by the organisation to assess and manage dependencies and impacts on nature.,E16,"When appropriate, forward-looking nature-related indicators and metrics, consistent with its business or strategic planning time horizons.",Yes,TNFD Metrics and Targets B12,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E1,"The organisation should describe the targets and goals it has established to manage its nature-related dependencies, impacts, risks and opportunities, and disclose performance against these targets and goals.",Yes,TNFD Metrics and Targets C1,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E2,"The strategy or risk management objective the target seeks to address, including any anticipated regulatory requirements, market constraints, limitations or other contextual information relevant to understanding the target.",Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E3,The metric used to quantify the target and monitor performance.,Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E4,The targeted value of the metric.,Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E5,The baseline year and level of the metric.,Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E6,The timeframe for achieving the target.,Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E7,Short and medium term interim targets or target trajectory for the metric.,Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E8,"The methodology used to set the target and baseline, including whether the organisation has used any external standards when setting the target and whether these use a science-based approach.",Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E9,"Performance against the target relative to the baseline or reference condition on a historical and current year basis, updated annually, and expected performance against targets for the following year, where appropriate.",Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E10,"If the organisation exceeded or fell short of the target trajectory or is projected to do so, an explanation of the reasons and disclosure of any resulting adjustment or resetting of targets from the prior period.",Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E11,"Whether and how the target aligns with or supports the targets and goals of the Kunming–Montreal Global Biodiversity Framework, the Paris Agreement on climate change, the Sustainable Development Goals, Planetary Boundaries and other global reference environmental treaties, policy goals and system-wide initiatives.",Yes,TNFD Metrics and Targets C2,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E12,"In all cases, targets should be specific and timebound, quantified with metrics that can be suitably measured and are relevant to the organisation’s strategy or risk management plans, including the pursuit of opportunities.",Yes,TNFD Metrics and Targets C13,
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E13,"The proportion of targets that address short term, medium term and long term risks and opportunities.",No,TNFD Metrics and Targets C14,Suggested in the guidance rather than expected
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E14,The proportion of targets that are time-bound and quantifiable.,No,TNFD Metrics and Targets C14,Suggested in the guidance rather than expected
TNFD,TNFD Metrics and Targets C,"Describe the targets and goals used by the organisation to manage nature-related dependencies, impacts, risks and opportunities and its performance against these.",E15,The proportion of geographical sites/priority locations that are covered by targets.,No,TNFD Metrics and Targets C14,Suggested in the guidance rather than expected
TPT,TPT Strategy 1.1,"An entity shall disclose the Strategic Ambition of its transition plan. This shall comprise the entity’s objectives and priorities for responding and contributing to the transition towards a low-GHG emissions, climate-resilient economy, and set out whether and how the entity is pursuing these objectives and priorities in a manner that captures opportunities, avoids adverse impacts for stakeholders and society, and safeguards the natural environment.",E1,"Its objectives and priorities: For reducing its Scope 1, 2 and 3 GHG emissions in either its operations or value chain; For enhancing its resilience to the changing climate and responding to the risks and opportunities that arise from the transition to a low-GHG emissions, climate-resilient economy; For using the levers and capabilities it has available to embed and accelerate a transition to a lowGHG emissions climate-resilient economy",Yes,TPT Strategy 1.1a,
TPT,TPT Strategy 1.1,"An entity shall disclose the Strategic Ambition of its transition plan. This shall comprise the entity’s objectives and priorities for responding and contributing to the transition towards a low-GHG emissions, climate-resilient economy, and set out whether and how the entity is pursuing these objectives and priorities in a manner that captures opportunities, avoids adverse impacts for stakeholders and society, and safeguards the natural environment.",E2,"Whether and how it has identified, assessed and taken into account the impacts and dependencies of the transition plan on its stakeholders (e.g. its workforce, value chain counterparts, customers), society (e.g. local communities), the economy, and the natural environment, throughout its value chain, that may give rise to sustainability-related risks and opportunities",Yes,TPT Strategy 1.1a,
TPT,TPT Strategy 1.1,"An entity shall disclose the Strategic Ambition of its transition plan. This shall comprise the entity’s objectives and priorities for responding and contributing to the transition towards a low-GHG emissions, climate-resilient economy, and set out whether and how the entity is pursuing these objectives and priorities in a manner that captures opportunities, avoids adverse impacts for stakeholders and society, and safeguards the natural environment.",E3,"The extent to which it has taken into account and aligned with any external requirements, commitments, science-based targets, transition pathways, roadmaps, or scenarios, which may include: National or international commitments made by governments; Any targets it is required to meet by law or regulation; Sectoral pathways, roadmaps, or other climate scenarios; Voluntary commitments (e.g., existing public commitments, organisational and industry standards, contractual relationships, codes of practices etc.)",Yes,TPT Strategy 1.1a,
TPT,TPT Strategy 1.1,"An entity shall disclose the Strategic Ambition of its transition plan. This shall comprise the entity’s objectives and priorities for responding and contributing to the transition towards a low-GHG emissions, climate-resilient economy, and set out whether and how the entity is pursuing these objectives and priorities in a manner that captures opportunities, avoids adverse impacts for stakeholders and society, and safeguards the natural environment.",E4,"Any potential trade-offs, synergies or co-benefits identified between the objectives and priorities in 1.1a",Yes,TPT Strategy 1.1a,
TPT,TPT Strategy 1.1,"An entity shall disclose the Strategic Ambition of its transition plan. This shall comprise the entity’s objectives and priorities for responding and contributing to the transition towards a low-GHG emissions, climate-resilient economy, and set out whether and how the entity is pursuing these objectives and priorities in a manner that captures opportunities, avoids adverse impacts for stakeholders and society, and safeguards the natural environment.",E5,"Any short-, medium- and long-term targets and milestones it has set to measure progress, including how short-, medium-, and long-term are defined in the context of transition planning",Yes,TPT Strategy 1.1a,
TPT,TPT Strategy 1.2,An entity shall disclose a description of the current and anticipated implications of the entity’s Strategic Ambition on its business model and value chain.,E1,"At a high level the current and anticipated strategic changes to its business model and value chain, as elaborated in 2. Implementation Strategy and 3. Engagement Strategy",Yes,TPT Strategy 1.2a,
TPT,TPT Strategy 1.2,An entity shall disclose a description of the current and anticipated implications of the entity’s Strategic Ambition on its business model and value chain.,E2,The timeframe over which changes are expected to occur,Yes,TPT Strategy 1.2a,
TPT,TPT Strategy 1.3,An entity shall disclose key assumptions that it has made and external factors on which it depends in order to achieve the Strategic Ambition of its transition plan.,E1,"The nature of the key assumptions that it uses and external factors on which it depends, and their implications for the achievement of the Strategic Ambition of its transition plan; these may relate to matters such as: Policy and regulatory change; The decarbonisation trajectory of the global economy, relevant geographies, and/or sectors; Macroeconomic trends (e.g. labour availability, cost of borrowing etc.); Microeconomic and financial factors (e.g. availability of finance, relative prices); Technological developments; Access to counterparty data and reliability of data; Shifts in client and consumer demand; The levels of warming over the short-, medium-, and long-term; The physical impacts of the changing climate, and the regional and spatial implications of these; The effectiveness of adaptation efforts and possible limits to adaptation, and the regional and spatial implications of these",Yes,TPT Strategy 1.3a,
TPT,TPT Strategy 1.3,An entity shall disclose key assumptions that it has made and external factors on which it depends in order to achieve the Strategic Ambition of its transition plan.,E2,The timeframes over which any key assumptions and external factors under 1.3.a. are expected to occur,Yes,TPT Strategy 1.3a,
TPT,TPT Strategy 1.3,An entity shall disclose key assumptions that it has made and external factors on which it depends in order to achieve the Strategic Ambition of its transition plan.,E3,Whether and how the key assumptions under 1.3.a. are reflected in the entity’s financial statements.,Yes,TPT Strategy 1.3a,
TPT,TPT Strategy 2.1,"An entity shall disclose information about the short-, medium-, and long-term actions it is taking or plans to take in its business operations in order to achieve the Strategic Ambition of its transition plan.",E1,"Information about any current and anticipated actions, including timelines, relating to matters such as: Its production processes or equipment; Workforce adjustments; Supply chain and procurement",Yes,TPT Strategy 2.1a,
TPT,TPT Strategy 2.1,"An entity shall disclose information about the short-, medium-, and long-term actions it is taking or plans to take in its business operations in order to achieve the Strategic Ambition of its transition plan.",E2,"Information about any current and anticipated changes relating to the entity’s facilities and other physical assets, such as: The location of offices and operations; The responsible retirement or phase-out of GHG-intensive assets; The management of assets that are exposed to risks arising from the changing climate; The management of long-lived assets that may be impacted as a result of the transition to a low-GHG emissions, climate-resilient economy",Yes,TPT Strategy 2.1a,
TPT,TPT Strategy 2.1,"An entity shall disclose information about the short-, medium-, and long-term actions it is taking or plans to take in its business operations in order to achieve the Strategic Ambition of its transition plan.",E3,The expected principal contributions of its actions towards achieving its Strategic Ambition,Yes,TPT Strategy 2.1a,
TPT,TPT Strategy 2.2,"An entity shall disclose information about short-, medium-, and long-term actions it is taking or plans to take to change its portfolio of products and services in order to achieve the Strategic Ambition of its transition plan.",E1,"Information about any current and anticipated actions, including timelines, to change the portfolio of products and services that it provides or facilitates (e.g. via franchising, financing, or underwriting activities)",Yes,TPT Strategy 2.2a,
TPT,TPT Strategy 2.2,"An entity shall disclose information about short-, medium-, and long-term actions it is taking or plans to take to change its portfolio of products and services in order to achieve the Strategic Ambition of its transition plan.",E2,"Any underlying taxonomy, tools, methodologies, or definitions used to classify products and services under this Sub-Element",Yes,TPT Strategy 2.2a,
TPT,TPT Strategy 2.2,"An entity shall disclose information about short-, medium-, and long-term actions it is taking or plans to take to change its portfolio of products and services in order to achieve the Strategic Ambition of its transition plan.",E3,The expected principal contributions of its actions towards achieving its Strategic Ambition.,Yes,TPT Strategy 2.2a,
TPT,TPT Strategy 2.3,An entity shall disclose information about any policies and conditions that it uses or plans to use in order to achieve the Strategic Ambition of its transition plan.,E1,"A brief description of any policy or condition that it uses or plans to use in order to achieve the Strategic Ambition of its transition plan; these may relate, as appropriate, to matters such as: Energy usage; Phase-out of GHG-intensive assets; Climate-related considerations in procurement/for suppliers; Climate-related considerations (e.g. thresholds, targets or restrictions) in lending or investment activities; Adapting and building resilience to the changing climate; Supplier engagement; Portfolio engagement; Land use and land management changes (e.g. deforestation); Safeguards to address potential adverse impacts on the natural environment; Human rights; Labour standards; Advancing social equity or addressing potential adverse social impacts (e.g. on communities)",Yes,TPT Strategy 2.3a,
TPT,TPT Strategy 2.3,An entity shall disclose information about any policies and conditions that it uses or plans to use in order to achieve the Strategic Ambition of its transition plan.,E2,The expected principal contributions of the policy or condition towards achieving its Strategic Ambition.,Yes,TPT Strategy 2.3a,
TPT,TPT Strategy 2.4,"An entity shall, to the extent the financial effects of its transition plan are separately identifiable, disclose information about the effects of its transition plan25 on its financial position, financial performance and cash flows over the short-, medium-, and long-term, including information about how it is resourcing or plans to resource its activities in order to achieve the Strategic Ambition of its transition plan.",E1,"Shall disclose information about how the entity is resourcing, and plans to resource, the current and planned activities set out in its transition plan",Yes,TPT Strategy 2.4a,
TPT,TPT Strategy 2.4,"An entity shall, to the extent the financial effects of its transition plan are separately identifiable, disclose information about the effects of its transition plan25 on its financial position, financial performance and cash flows over the short-, medium-, and long-term, including information about how it is resourcing or plans to resource its activities in order to achieve the Strategic Ambition of its transition plan.",E2,"Shall disclose qualitative and quantitative information about how it expects implementation of its transition plan to affect its financial position over the short-, medium-, and long-term, taking into consideration matters such as: Its investment and disposal plans (e.g. plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformations, innovation, new business areas, investments into research and development for climate solutions, and asset retirements), including plans to which the entity is not contractually committed; Planned sources of funding to implement its plan",Yes,TPT Strategy 2.4a,
TPT,TPT Strategy 2.4,"An entity shall, to the extent the financial effects of its transition plan are separately identifiable, disclose information about the effects of its transition plan25 on its financial position, financial performance and cash flows over the short-, medium-, and long-term, including information about how it is resourcing or plans to resource its activities in order to achieve the Strategic Ambition of its transition plan.",E3,"Shall disclose qualitative and quantitative information about how it expects implementation of its transition plan to affect its financial performance and cash flows over the short-, medium-, and long-term (e.g.increased revenue from products and services aligned with a low-GHG emissions, climate-resilient economy, and expenses associated with climate adaptation or mitigation)",Yes,TPT Strategy 2.4a,
TPT,TPT Strategy 2.4,"An entity shall, to the extent the financial effects of its transition plan are separately identifiable, disclose information about the effects of its transition plan25 on its financial position, financial performance and cash flows over the short-, medium-, and long-term, including information about how it is resourcing or plans to resource its activities in order to achieve the Strategic Ambition of its transition plan.",E4,"Shall, in disclosing information about 2.4 b–c: Use all reasonable and supportable information that is available to the entity at the reporting date without undue cost and effort; Use an approach that is commensurate with the skills, capabilities, and resources that are available to the entity for preparing those disclosures",No,TPT Strategy 2.4a,Describes how the information is prepared rather than what is disclosed
TPT,TPT Strategy 2.4,"An entity shall, to the extent the financial effects of its transition plan are separately identifiable, disclose information about the effects of its transition plan25 on its financial position, financial performance and cash flows over the short-, medium-, and long-term, including information about how it is resourcing or plans to resource its activities in order to achieve the Strategic Ambition of its transition plan.",E5,"May, in disclosing quantitative information under 2.4 b–c: Disclose a single amount or a range; Prioritise quantitative information for current financial effects and those of short-term actions that may be more certain",No,TPT Strategy 2.4a,Optional in the TPT framework
TPT,TPT Strategy 2.4,"An entity shall, to the extent the financial effects of its transition plan are separately identifiable, disclose information about the effects of its transition plan25 on its financial position, financial performance and cash flows over the short-, medium-, and long-term, including information about how it is resourcing or plans to resource its activities in order to achieve the Strategic Ambition of its transition plan.",E6,"Need not provide quantitative information about some or all of 2.4 b–c: If it determines that: Those effects are not separately identifiable or; The level of measurement uncertainty involved in estimating those effects is so high that the resulting quantitative information would not be useful; If it does not have the skills, capabilities, or resources to provide that quantitative information",No,TPT Strategy 2.4a,Optional in the TPT framework
TPT,TPT Strategy 2.4,"An entity shall, to the extent the financial effects of its transition plan are separately identifiable, disclose information about the effects of its transition plan25 on its financial position, financial performance and cash flows over the short-, medium-, and long-term, including information about how it is resourcing or plans to resource its activities in order to achieve the Strategic Ambition of its transition plan.",E7,"Shall, if in accordance with 2.4.f it need not provide quantitative information about some or all of 2.4 b–c: Explain why it has not provided quantitative information; Explain how the implementation of its transition plan is covered within its wider financial planning and financial decision-making processes; Provide qualitative information about how considerations related to the implementation of the transition plan are integrated into the entity’s investment and disposal plans (e.g. plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformations, innovation, new business areas, investment into research and development for climate solutions, and asset Disclosure Recommendations retirements), including plans to which the entity is not contractually committed.",Yes,TPT Strategy 2.4a,
TPT,TPT Strategy 3.1,An entity shall disclose information about any engagement activities with other entities in its value chain that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.,E1,An explanation of how the entity prioritises engagement activities in order to maximise their contribution towards achieving the Strategic Ambition of the entity’s transition plan; this may reference key assumptions and external factors disclosed under 1.3 Key assumptions and external factors,Yes,TPT Strategy 3.1a,
TPT,TPT Strategy 3.1,An entity shall disclose information about any engagement activities with other entities in its value chain that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.,E2,"A description of current and planned engagement activities; for financial services entities this may include engagement and, where relevant, other stewardship activities, with investee companies, loan clients and relevant financial market intermediaries",Yes,TPT Strategy 3.1a,
TPT,TPT Strategy 3.1,An entity shall disclose information about any engagement activities with other entities in its value chain that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.,E3,A description of escalation processes or criteria in place to manage instances where engagement activities do not lead to the desired changes,Yes,TPT Strategy 3.1a,
TPT,TPT Strategy 3.1,An entity shall disclose information about any engagement activities with other entities in its value chain that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.,E4,The expected principal contributions of its activities towards achieving its Strategic Ambition.,Yes,TPT Strategy 3.1a,
TPT,TPT Strategy 3.2,An entity shall disclose information about any engagement and collaborative activities with industry counterparts (and other relevant initiatives or entities) that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.,E1,Information about memberships in trade organisations or industry bodies,Yes,TPT Strategy 3.2a,
TPT,TPT Strategy 3.2,An entity shall disclose information about any engagement and collaborative activities with industry counterparts (and other relevant initiatives or entities) that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.,E2,An explanation of how the entity prioritises engagement and collaborative activities in order to maximise their contribution towards achieving the Strategic Ambition of the entity’s transition plan; this may reference key assumptions and external factors disclosed under 1.3 Key assumptions and external factors,Yes,TPT Strategy 3.2a,
TPT,TPT Strategy 3.2,An entity shall disclose information about any engagement and collaborative activities with industry counterparts (and other relevant initiatives or entities) that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.,E3,"A description of current and planned engagement and collaborative activities with membership bodies, industry associations, industry counterparts (and other relevant initiatives or entities; e.g. peers and labour unions) including any commitments by the entity arising from these activities",Yes,TPT Strategy 3.2a,
TPT,TPT Strategy 3.2,An entity shall disclose information about any engagement and collaborative activities with industry counterparts (and other relevant initiatives or entities) that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.,E4,The expected principal contributions of its activities towards achieving its Strategic Ambition,Yes,TPT Strategy 3.2a,
TPT,TPT Strategy 3.2,An entity shall disclose information about any engagement and collaborative activities with industry counterparts (and other relevant initiatives or entities) that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.,E5,The steps it takes to monitor the activities of membership bodies or industry bodies in which it participates and minimise any actions that may conflict with its own Strategic Ambition.,Yes,TPT Strategy 3.2a,
TPT,TPT Strategy 3.3,"An entity shall disclose information about any direct and indirect engagement activities with the government, regulators, public sector organisations, communities, and civil society that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.",E1,An explanation of how the entity prioritises engagement activities in order to maximise their contribution towards achieving the Strategic Ambition of the entity’s transition plan; this may reference key assumptions and external factors disclosed under 1.3 Key assumptions and external factors,Yes,TPT Strategy 3.3a,
TPT,TPT Strategy 3.3,"An entity shall disclose information about any direct and indirect engagement activities with the government, regulators, public sector organisations, communities, and civil society that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.",E2,A description of current and planned engagement activities,Yes,TPT Strategy 3.3a,
TPT,TPT Strategy 3.3,"An entity shall disclose information about any direct and indirect engagement activities with the government, regulators, public sector organisations, communities, and civil society that it is undertaking or plans to undertake in order to achieve the Strategic Ambition of its transition plan.",E3,The expected principal contributions of its activities towards achieving its Strategic Ambition,Yes,TPT Strategy 3.3a,
TPT,TPT Metrics and Targets 4.1,"An entity shall disclose information about the governance, engagement, business and operational metrics and targets that it uses in order to drive and monitor progress towards the Strategic Ambition of its transition plan, and report against these metrics and targets on at least an annual basis.",E1,"Disclose any targets it has set, and any targets it is required to meet by law or regulation",Yes,TPT Metrics and Targets 4.1a,
TPT,TPT Metrics and Targets 4.1,"An entity shall disclose information about the governance, engagement, business and operational metrics and targets that it uses in order to drive and monitor progress towards the Strategic Ambition of its transition plan, and report against these metrics and targets on at least an annual basis.",E2,"Disclose information about how the targets disclosed under 4.1.a reflect the Strategic Ambition of its transition plan, and how they relate to the actions outlined under 2. Implementation Strategy and 3. Engagement Strategy",Yes,TPT Metrics and Targets 4.1a,
TPT,TPT Metrics and Targets 4.1,"An entity shall disclose information about the governance, engagement, business and operational metrics and targets that it uses in order to drive and monitor progress towards the Strategic Ambition of its transition plan, and report against these metrics and targets on at least an annual basis.",E3,"For each target disclosed under 4.1.a, disclose: The metric used to set the target; The objective of the target; The part of the entity or its activities to which this target applies; The period over which the target applies; The base period and value from which progress is measured; Any milestones or interim targets; If the target is quantitative, whether it is an absolute or an intensity target; How the latest international agreement on climate change, including any jurisdictional commitmentsthat arise from that agreement, has informed the target; Whether and how the target aligns with any pathways disclosed under 1.1.c including, where possible,the expected trajectory of how this target will be achieved; Any underlying taxonomy, tools, methodologies, or definitions on which this metric relies",Yes,TPT Metrics and Targets 4.1a,
TPT,TPT Metrics and Targets 4.1,"An entity shall disclose information about the governance, engagement, business and operational metrics and targets that it uses in order to drive and monitor progress towards the Strategic Ambition of its transition plan, and report against these metrics and targets on at least an annual basis.",E4,"Disclose information about its approach to setting and reviewing each target disclosed under 4.1.a, and how it monitors progress against each target, including: Whether the target and the methodology for setting the target have been validated by a third party; The entity’s processes for reviewing the target; The metrics used to monitor progress towards meeting the target",Yes,TPT Metrics and Targets 4.1a,
TPT,TPT Metrics and Targets 4.1,"An entity shall disclose information about the governance, engagement, business and operational metrics and targets that it uses in order to drive and monitor progress towards the Strategic Ambition of its transition plan, and report against these metrics and targets on at least an annual basis.",E5,Report against metrics used to assess progress towards the targets disclosed under 4.1.a at least on an annual basis; this shall include: Information about its performance against each target; An analysis of trends or changes in the entity’s performance; Whether and to what extent (if known) measurements rely on estimated data; Any revisions to the target and explanation for those revisions.,Yes,TPT Metrics and Targets 4.1a,
TPT,TPT Metrics and Targets 4.2,"An entity shall disclose information about any financial metrics and targets, relevant to its business, sector, and strategy, that it uses in order to drive and monitor progress towards the Strategic Ambition of its transitionplan, and report against these metrics and targets on at least an annual basis.",E1,"Shall disclose any targets it has set, and any targets it is required to meet by law or regulation; for financial services, this may include targets related to its investment and lending activities",Yes,TPT Metrics and Targets 4.2a,
